,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
MUS,5950,Topics in Music,Spr 2023,5.75,5.50,5.25,5.75,5.75,5.25,5.50,4
MUS,5950,Topics in Music,Fall 2023,5.20,4.40,4.56,4.90,4.30,3.60,3.90,10
MUS,5950,Topics in Music,Spr 2024,5.16,5.13,5.40,5.32,5.26,5.23,5.03,32
MUS,5950,Topics in Music,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5950,Topics in Music,Spr 2025,5.74,5.74,5.74,5.79,6.00,5.67,5.89,19
MUS,5993,Directed Studies,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8110,Sonata Seminar,Fall 2020,5.86,6.00,6.00,5.88,6.00,6.00,6.00,8
MUS,8110,Sonata Seminar,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8110,Sonata Seminar,Spr 2025,5.00,5.00,5.00,5.00,5.50,6.00,5.50,2
MUS,8112,Inst Rep: Reductn & Realizatn,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8131,Advanced Keyboard Skills,Fall 2020,5.60,5.40,6.00,5.60,5.80,6.00,5.40,5
MUS,8131,Advanced Keyboard Skills,Fall 2022,5.80,5.80,5.40,5.80,5.80,5.80,5.80,5
MUS,8131,Advanced Keyboard Skills,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8133,Continuo Seminar,Spr 2021,6.00,6.00,6.00,6.00,6.00,5.67,6.00,3
MUS,8170,Adv Vocal Accomp,Fall 2021,5.67,5.67,6.00,6.00,6.00,5.67,6.00,3
MUS,8181,Opera Accomp Skills & Rep,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8182,Opera: Monteverdi & Mozart,Fall 2021,5.50,5.50,5.50,5.50,5.50,5.50,5.50,4
MUS,8183,Opera History: Verdi & Britten,Fall 2023,4.50,4.50,4.25,4.50,6.00,5.25,4.00,4
MUS,8237,Score Study: Choral,Fall 2021,6.00,6.00,4.00,6.00,6.00,6.00,6.00,1
MUS,8237,Score Study: Choral,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8255,Choral Literature,Spr 2021,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4
MUS,8255,Choral Literature,Spr 2023,6.00,6.00,5.00,6.00,6.00,4.00,6.00,1
MUS,8299,Perf: Choral Cond,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8299,Perf: Choral Cond,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8299,Perf: Choral Cond,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8450,Grad Conducting Seminar,Fall 2020,6.00,6.00,6.00,6.00,6.00,5.88,6.00,8
MUS,8450,Grad Conducting Seminar,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,9
MUS,8450,Grad Conducting Seminar,Fall 2021,6.00,6.00,6.00,6.00,6.00,5.00,6.00,3
MUS,8450,Grad Conducting Seminar,Spr 2022,6.00,6.00,6.00,6.00,5.33,5.33,6.00,3
MUS,8450,Grad Conducting Seminar,Fall 2022,6.00,6.00,6.00,6.00,6.00,5.00,6.00,3
MUS,8450,Grad Conducting Seminar,Spr 2023,6.00,6.00,6.00,6.00,6.00,5.25,6.00,4
MUS,8450,Grad Conducting Seminar,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,8450,Grad Conducting Seminar,Spr 2024,6.00,6.00,5.20,5.80,5.80,5.40,5.80,5
MUS,8450,Grad Conducting Seminar,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8450,Grad Conducting Seminar,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8479,Conducting Perf,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8501,Theory Pedagogy,Fall 2022,5.83,6.00,5.50,5.83,5.00,5.83,5.83,6
MUS,8550,Composition,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8550,Composition,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8550,Composition,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,8550,Composition,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,8550,Composition,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,8550,Composition,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8550,Composition,Fall 2023,6.00,6.00,5.67,6.00,5.83,5.83,5.83,6
MUS,8550,Composition,Spr 2024,5.88,6.00,6.00,6.00,6.00,6.00,5.50,8
MUS,8550,Composition,Fall 2024,6.00,6.00,5.25,5.75,6.00,5.25,5.75,4
MUS,8550,Composition,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,8560,Readings in Music Theory,Fall 2020,6.00,5.75,6.00,5.75,4.50,5.75,6.00,4
MUS,8560,Readings in Music Theory,Spr 2021,5.80,5.80,5.00,5.40,5.00,5.00,5.20,5
MUS,8560,Readings in Music Theory,Fall 2022,5.00,5.00,5.00,5.50,5.50,4.50,5.50,2
MUS,8560,Readings in Music Theory,Fall 2023,5.60,6.00,5.00,5.60,3.80,5.00,6.00,5
MUS,8560,Readings in Music Theory,Spr 2024,6.00,5.67,6.00,5.67,5.67,5.67,6.00,3
MUS,8580,Topics in Tonal Analysis,Fall 2021,6.00,6.00,6.00,6.00,5.75,5.75,6.00,4
MUS,8581,Schenker I,Fall 2020,6.00,5.33,5.00,5.33,5.33,5.67,5.33,3
MUS,8584,Analysis of 19th-Century Music,Spr 2022,6.00,6.00,6.00,6.00,5.50,5.50,6.00,2
MUS,8584,Analysis of 19th-Century Music,Spr 2025,5.80,5.60,5.60,5.80,5.00,5.40,5.80,5
MUS,8585,Chromatic Harmony Seminar,Fall 2021,6.00,6.00,4.00,5.00,5.00,4.00,4.00,1
MUS,8585,Chromatic Harmony Seminar,Fall 2023,5.20,4.80,4.40,5.00,4.60,4.00,3.80,5
MUS,8590,Topics 20th Century Analysis,Spr 2021,5.00,4.50,5.50,5.00,5.00,4.00,4.50,2
MUS,8590,Topics 20th Century Analysis,Spr 2023,5.83,5.83,6.00,6.00,6.00,5.67,6.00,6
MUS,8590,Topics 20th Century Analysis,Fall 2024,6.00,5.67,6.00,6.00,5.67,6.00,6.00,3
MUS,8590,Topics 20th Century Analysis,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8640,Seminar in Musicology,Fall 2020,4.67,3.67,4.00,3.67,4.33,3.67,4.00,3
MUS,8640,Seminar in Musicology,Spr 2021,4.67,4.83,5.50,5.67,5.67,4.50,4.83,6
MUS,8640,Seminar in Musicology,Fall 2021,6.00,6.00,6.00,6.00,5.00,5.00,6.00,2
MUS,8640,Seminar in Musicology,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,8640,Seminar in Musicology,Fall 2022,6.00,6.00,5.67,6.00,6.00,6.00,6.00,3
MUS,8640,Seminar in Musicology,Spr 2023,6.00,6.00,5.25,5.75,6.00,6.00,5.75,4
MUS,8640,Seminar in Musicology,Fall 2023,6.00,5.33,6.00,5.67,5.67,5.67,5.67,3
MUS,8640,Seminar in Musicology,Spr 2024,5.83,5.50,5.50,5.67,5.33,5.33,5.67,6
MUS,8640,Seminar in Musicology,Fall 2024,5.78,5.56,5.78,5.56,5.67,5.22,5.44,9
MUS,8644,Advanced Research,Fall 2021,6.00,6.00,5.33,6.00,5.33,5.00,6.00,3
MUS,8864,Issues: Ethnomusic.,Fall 2020,6.00,6.00,6.00,6.00,5.50,6.00,6.00,2
MUS,8864,Issues: Ethnomusic.,Spr 2025,6.00,6.00,6.00,6.00,6.00,,6.00,1
MUS,8994,Directed Research,Spr 2021,6.00,5.67,6.00,6.00,5.67,5.67,6.00,3
MUS,8994,Directed Research,Spr 2023,6.00,5.75,6.00,6.00,6.00,6.00,6.00,4
MUS,8994,Directed Research,Spr 2024,6.00,6.00,6.00,6.00,5.50,6.00,6.00,2
MUS,8994,Directed Research,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,1015W,Music and Movies,Spr 2024,5.67,5.57,5.60,5.62,5.48,5.67,5.55,21
MUS,1801W,"Music, Society, and Cultures",Fall 2020,4.74,4.33,4.80,4.64,4.90,4.23,4.29,98
MUS,1801W,"Music, Society, and Cultures",Fall 2021,4.62,4.48,4.66,4.63,4.77,4.55,4.33,60
MUS,1801W,"Music, Society, and Cultures",Fall 2022,4.45,4.11,4.09,4.18,4.34,4.16,3.66,44
MUS,1801W,"Music, Society, and Cultures",Fall 2023,5.10,4.88,4.95,4.93,4.98,5.12,4.85,42
MUS,1801W,"Music, Society, and Cultures",Fall 2024,5.31,4.91,4.91,5.00,5.34,5.49,5.17,35
MUS,1914W,Music in Nazi Germany & Holoca,Spr 2022,4.50,5.00,4.67,4.50,5.25,3.75,4.50,4
MUS,1914W,Music in Nazi Germany & Holoca,Fall 2022,5.35,5.35,5.06,5.29,5.41,4.76,5.18,17
MUS,1914W,Music in Nazi Germany & Holoca,Fall 2023,4.33,4.00,4.00,3.93,4.13,2.80,3.07,16
MUS,1914W,Music in Nazi Germany & Holoca,Fall 2024,5.05,4.84,4.89,4.74,5.11,4.21,4.21,19
MUS,3601W,Music History I,Spr 2021,4.73,3.62,4.87,4.31,3.12,4.44,3.42,52
MUS,3601W,Music History I,Spr 2022,5.26,4.89,5.19,5.10,3.92,5.08,4.32,53
MUS,3601W,Music History I,Spr 2024,4.67,3.67,4.71,4.50,4.73,3.80,4.13,15
MUS,3601W,Music History I,Spr 2025,4.46,3.26,4.38,3.71,2.96,4.33,2.87,25
MUS,3602W,Music History II,Fall 2020,5.15,4.63,5.29,4.88,4.38,5.47,4.88,35
MUS,3602W,Music History II,Fall 2021,5.50,5.12,5.12,5.12,4.98,5.00,4.98,42
MUS,3602W,Music History II,Fall 2022,4.72,4.97,4.85,4.62,5.21,3.83,4.86,29
MUS,3602W,Music History II,Fall 2023,5.63,5.29,5.38,5.42,4.92,5.17,5.04,24
MUS,3602W,Music History II,Fall 2024,4.41,3.18,4.00,3.94,2.63,3.31,3.18,17
MUS,3603W,Music History III,Spr 2021,5.63,5.31,5.40,5.40,5.51,5.51,5.49,35
MUS,3603W,Music History III,Spr 2022,5.75,5.74,5.77,5.69,5.17,5.29,5.49,37
MUS,3603W,Music History III,Spr 2023,5.33,5.39,5.36,5.41,5.67,5.58,5.24,33
MUS,3603W,Music History III,Spr 2024,5.88,5.76,5.80,5.80,5.64,5.76,5.68,25
MUS,3603W,Music History III,Spr 2025,5.69,5.47,5.29,5.44,5.56,5.44,5.63,16
MUSA,1101,Piano: Elective,Fall 2022,6.00,6.00,6.00,6.00,6.00,5.25,6.00,4
MUSA,1101,Piano: Elective,Spr 2023,5.83,5.86,5.83,5.71,5.71,5.57,5.71,7
MUSA,1101,Piano: Elective,Fall 2023,5.80,5.80,5.75,5.75,5.80,5.25,5.80,5
MUSA,1101,Piano: Elective,Spr 2024,6.00,5.83,5.80,5.83,5.67,5.33,5.83,6
MUSA,1101,Piano: Elective,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7
MUSA,1101,Piano: Elective,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5
MUSA,1104,Voice: Elective,Fall 2020,5.88,5.88,5.38,6.00,5.75,5.63,6.00,8
MUSA,1104,Voice: Elective,Spr 2021,6.00,6.00,5.33,6.00,5.67,5.33,6.00,3
MUSA,1104,Voice: Elective,Fall 2021,6.00,6.00,6.00,6.00,5.75,5.50,6.00,4
MUSA,1104,Voice: Elective,Spr 2022,5.33,5.17,6.00,5.17,5.33,5.17,5.17,6
MUSA,1104,Voice: Elective,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1104,Voice: Elective,Spr 2023,5.60,5.80,5.60,5.80,5.80,5.50,5.80,5
MUSA,1104,Voice: Elective,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUSA,1104,Voice: Elective,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1104,Voice: Elective,Fall 2024,5.67,5.67,5.00,5.33,6.00,4.33,5.67,3
MUSA,1104,Voice: Elective,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUSA,1105,Violin: Elective,Fall 2020,6.00,6.00,5.50,6.00,5.75,5.50,6.00,4
MUSA,1105,Violin: Elective,Spr 2021,6.00,6.00,5.75,6.00,5.75,5.50,6.00,4
MUSA,1105,Violin: Elective,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1105,Violin: Elective,Spr 2022,6.00,6.00,6.00,6.00,6.00,,6.00,2
MUSA,1105,Violin: Elective,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1105,Violin: Elective,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1105,Violin: Elective,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1106,Viola: Elective,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1106,Viola: Elective,Fall 2021,6.00,6.00,,6.00,5.00,,5.00,1
MUSA,1106,Viola: Elective,Fall 2022,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUSA,1112,Clarinet: Elective,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1113,Saxophone: Elective,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1115,French Horn: Elective,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1115,French Horn: Elective,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1115,French Horn: Elective,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1115,French Horn: Elective,Spr 2024,6.00,6.00,5.00,6.00,6.00,6.00,6.00,1
MUSA,1116,Trumpet: Elective,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1116,Trumpet: Elective,Fall 2022,5.00,5.00,5.00,5.00,5.00,5.50,6.00,2
MUSA,1116,Trumpet: Elective,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1117,Trombone: Elective,Fall 2023,6.00,5.00,5.00,5.00,5.00,4.00,4.00,1
MUSA,1117,Trombone: Elective,Fall 2024,3.00,4.00,,4.00,5.00,5.00,4.00,1
MUSA,1117,Trombone: Elective,Spr 2025,5.00,4.00,,5.00,,,5.00,1
MUSA,1119,Tuba: Elective,Fall 2020,6.00,6.00,4.00,5.00,6.00,4.00,6.00,1
MUSA,1119,Tuba: Elective,Spr 2021,6.00,6.00,,5.00,6.00,5.00,6.00,1
MUSA,1119,Tuba: Elective,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1119,Tuba: Elective,Spr 2022,5.00,5.00,,6.00,6.00,4.00,6.00,1
MUSA,1119,Tuba: Elective,Fall 2022,6.00,6.00,6.00,6.00,6.00,5.00,6.00,1
MUSA,1119,Tuba: Elective,Spr 2023,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUSA,1119,Tuba: Elective,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1119,Tuba: Elective,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Spr 2022,6.00,6.00,,5.00,4.00,,6.00,1
MUSA,1121,Percussion: Elective,Spr 2023,6.00,6.00,1.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1121,Percussion: Elective,Fall 2024,5.50,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1123,Guitar: Elective,Spr 2021,5.50,5.50,5.50,5.50,5.50,6.00,6.00,2
MUSA,1123,Guitar: Elective,Sum 2021,5.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1123,Guitar: Elective,Fall 2021,6.00,5.50,6.00,6.00,6.00,4.00,5.50,2
MUSA,1123,Guitar: Elective,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1123,Guitar: Elective,Sum 2022,5.00,5.00,5.00,6.00,6.00,6.00,5.00,1
MUSA,1123,Guitar: Elective,Spr 2023,6.00,6.00,6.00,6.00,6.00,5.67,6.00,3
MUSA,1123,Guitar: Elective,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1123,Guitar: Elective,Spr 2024,6.00,6.00,6.00,6.00,6.00,5.50,5.75,4
MUSA,1123,Guitar: Elective,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1123,Guitar: Elective,Spr 2025,6.00,6.00,6.00,6.00,6.00,4.00,6.00,1
MUSA,1201,Piano: Music Education and BA,Fall 2021,6.00,6.00,4.00,5.00,6.00,2.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Fall 2020,6.00,5.67,5.67,5.67,5.67,5.67,6.00,3
MUSA,1204,Voice: Music Education and BA,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Fall 2021,5.33,4.33,4.67,4.67,5.00,3.33,4.67,3
MUSA,1204,Voice: Music Education and BA,Spr 2022,5.33,4.33,4.33,4.67,4.33,4.33,4.33,3
MUSA,1204,Voice: Music Education and BA,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1204,Voice: Music Education and BA,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1204,Voice: Music Education and BA,Spr 2025,5.00,4.00,2.00,4.50,4.50,1.50,4.00,2
MUSA,1205,Violin: Music Education and BA,Fall 2021,5.67,6.00,5.33,5.67,5.67,5.33,5.67,3
MUSA,1205,Violin: Music Education and BA,Spr 2022,6.00,6.00,5.00,6.00,6.00,5.00,6.00,1
MUSA,1207,Cello: Music Education and BA,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1207,Cello: Music Education and BA,Fall 2021,4.00,5.00,6.00,6.00,5.00,5.00,6.00,1
MUSA,1207,Cello: Music Education and BA,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1209,Flute: Music Education and BA,Fall 2021,5.00,5.00,,5.00,5.00,,5.00,1
MUSA,1209,Flute: Music Education and BA,Spr 2022,5.00,5.00,,5.00,5.00,5.00,5.00,1
MUSA,1209,Flute: Music Education and BA,Fall 2024,6.00,6.00,4.00,6.00,5.00,4.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Spr 2021,6.00,6.00,6.00,6.00,5.00,,6.00,1
MUSA,1211,Oboe: Music Education and BA,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Fall 2023,6.00,6.00,6.00,6.00,5.00,6.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Spr 2024,6.00,6.00,6.00,6.00,6.00,4.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Fall 2024,6.00,6.00,6.00,6.00,6.00,5.00,6.00,1
MUSA,1211,Oboe: Music Education and BA,Spr 2025,6.00,6.00,,6.00,5.00,4.00,6.00,1
MUSA,1212,Clarinet: Music Ed and BA,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1212,Clarinet: Music Ed and BA,Spr 2024,5.50,6.00,5.50,5.50,5.50,5.50,6.00,2
MUSA,1213,Saxophone: Music Ed and BA,Spr 2022,6.00,4.00,5.00,6.00,5.00,4.00,5.00,1
MUSA,1213,Saxophone: Music Ed and BA,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1214,Bassoon: Music Ed and BA,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1215,French Horn: Music Ed and BA,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1215,French Horn: Music Ed and BA,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1215,French Horn: Music Ed and BA,Fall 2022,6.00,6.00,5.00,5.00,5.00,3.00,6.00,1
MUSA,1215,French Horn: Music Ed and BA,Spr 2023,6.00,6.00,5.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Sum 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Spr 2023,6.00,6.00,6.00,5.50,5.50,4.50,6.00,2
MUSA,1216,Trumpet: Music Ed and BA,Fall 2023,6.00,6.00,5.00,6.00,6.00,6.00,6.00,1
MUSA,1216,Trumpet: Music Ed and BA,Spr 2024,6.00,5.00,4.00,5.00,4.00,3.00,6.00,1
MUSA,1217,Trombone: Music Ed and BA,Fall 2021,5.50,5.50,5.50,5.50,5.50,4.00,5.00,2
MUSA,1217,Trombone: Music Ed and BA,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1219,Tuba: Music Ed and BA,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1219,Tuba: Music Ed and BA,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1219,Tuba: Music Ed and BA,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1219,Tuba: Music Ed and BA,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1221,Percussion: Music Ed and BA,Fall 2020,5.50,6.00,5.50,6.00,6.00,2.50,6.00,2
MUSA,1221,Percussion: Music Ed and BA,Spr 2021,5.00,6.00,1.00,6.00,6.00,4.00,6.00,1
MUSA,1221,Percussion: Music Ed and BA,Spr 2022,5.00,5.00,5.00,5.00,5.00,4.00,3.00,1
MUSA,1301,Piano: Music Major,Fall 2020,6.00,5.50,4.00,6.00,6.00,5.00,6.00,2
MUSA,1301,Piano: Music Major,Fall 2021,5.00,5.00,4.00,5.00,5.00,5.00,5.00,1
MUSA,1301,Piano: Music Major,Fall 2022,5.00,5.00,,5.00,5.00,5.00,5.00,1
MUSA,1301,Piano: Music Major,Spr 2023,6.00,5.00,,5.00,5.00,5.00,5.00,1
MUSA,1304,Voice: Music Major,Fall 2021,6.00,5.00,5.00,5.00,5.00,5.00,6.00,1
MUSA,1304,Voice: Music Major,Spr 2022,5.50,5.50,5.00,6.00,6.00,6.00,6.00,2
MUSA,1304,Voice: Music Major,Fall 2022,5.00,5.00,5.00,5.00,6.00,6.00,6.00,1
MUSA,1304,Voice: Music Major,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1304,Voice: Music Major,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1304,Voice: Music Major,Fall 2024,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2
MUSA,1304,Voice: Music Major,Spr 2025,5.75,6.00,5.67,5.75,5.50,4.75,5.75,4
MUSA,1305,Violin: Music Major,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUSA,1305,Violin: Music Major,Spr 2021,5.75,5.75,5.67,5.75,5.75,5.33,5.75,4
MUSA,1305,Violin: Music Major,Fall 2021,6.00,6.00,5.00,5.00,5.00,5.00,5.00,1
MUSA,1305,Violin: Music Major,Spr 2022,6.00,6.00,4.00,6.00,6.00,6.00,6.00,1
MUSA,1305,Violin: Music Major,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1305,Violin: Music Major,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1305,Violin: Music Major,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1306,Viola: Music Major,Fall 2020,6.00,5.50,5.75,5.75,5.75,5.75,5.75,4
MUSA,1306,Viola: Music Major,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1306,Viola: Music Major,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1306,Viola: Music Major,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1307,Cello: Music Major,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1307,Cello: Music Major,Fall 2024,6.00,6.00,6.00,6.00,5.50,5.50,6.00,2
MUSA,1307,Cello: Music Major,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1308,Double Bass: Music Major,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUSA,1309,Flute: Music Major,Fall 2020,6.00,6.00,6.00,5.67,5.67,5.00,6.00,3
MUSA,1309,Flute: Music Major,Spr 2021,6.00,6.00,4.00,5.50,6.00,6.00,6.00,2
MUSA,1309,Flute: Music Major,Fall 2022,6.00,6.00,5.00,6.00,6.00,6.00,5.00,1
MUSA,1309,Flute: Music Major,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1309,Flute: Music Major,Fall 2023,6.00,4.00,,5.00,5.00,1.00,5.00,1
MUSA,1309,Flute: Music Major,Spr 2024,6.00,6.00,2.00,4.00,3.00,2.00,5.00,1
MUSA,1309,Flute: Music Major,Fall 2024,5.67,5.67,5.33,5.67,5.67,4.00,5.67,3
MUSA,1309,Flute: Music Major,Spr 2025,5.50,5.50,5.00,6.00,6.00,5.50,6.00,2
MUSA,1311,Oboe: Music Major,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUSA,1312,Clarinet: Music Major,Fall 2020,5.00,5.00,5.00,5.00,6.00,4.00,5.00,1
MUSA,1312,Clarinet: Music Major,Spr 2021,6.00,5.67,5.33,5.33,5.67,5.33,5.67,3
MUSA,1312,Clarinet: Music Major,Fall 2021,6.00,6.00,6.00,6.00,6.00,5.50,6.00,4
